X,Y,Z,Name,description,gx_media_links,A prophecy foretold that Metis would give birth to two children,The story of Narcissus is a famous cautionary tale from Greek mythology,This unusual birth is often seen as reflecting her attributes,s how the story goes
8.881442,3.5034937,0,Serpent - Neck,,,,,,
8.8812584,3.5267188,0,Serpent - Neck,,,,,,
8.9116558,3.5610481,0,Serpent - Neck,,,,,,
8.948554,3.6336346,0,Serpent - Neck,,,,,,
8.9486477,3.6877819,0,Serpent - Neck,,,,,,
8.8895073,3.6034575,0,Serpent - Neck,,,,,,
8.8512353,3.5692737,0,Serpent - Neck,,,,,,
8.8622195,3.5295322,0,Serpent - Neck,,,,,,
8.8553544,3.5034937,0,Serpent - Neck,,,,,,
8.7606008,3.3856143,0,Serpent - Neck,,,,,,
8.7441231,3.2882812,0,Serpent - Neck,,,,,,
8.7261752,3.242995,0,Serpent - Neck,,,,,,
8.7823858,3.3046492,0,Serpent - Neck,,,,,,
8.7877607,3.3770881,0,Serpent - Neck,,,,,,
8.81279,3.403444,0,Serpent - Neck,,,,,,
8.7878789,3.3786808,0,Serpent - Neck,,,,,,
8.7877652,3.3771484,0,Serpent - Neck,,,,,,
8.81279,3.403444,0,Serpent - Neck,,,,,,
8.7877652,3.3771484,0,Serpent - Neck,,,,,,
8.7867022,3.3760314,0,Serpent - Neck,,,,,,
8.7877607,3.3770881,0,Serpent - Neck,,,,,,
8.7877652,3.3771484,0,Serpent - Neck,,,,,,
8.9707106,3.7154766,0,Serpent - Mouth,,,,,,
8.977577,3.6771045,0,Serpent - Mouth,,,,,,
8.948554,3.6336346,0,Serpent - Mouth,,,,,,
8.9308851,3.6017258,0,Serpent - Mouth,,,,,,
8.9844435,3.6469537,0,Serpent - Mouth,,,,,,
8.9981764,3.6866976,0,Serpent - Mouth,,,,,,
8.9940565,3.7319213,0,Serpent - Mouth,,,,,,
8.9707106,3.7154766,0,Serpent - Mouth,,,,,,
8.7591381,3.6185207,0,Serpent - Eye,,,,,,
8.7601681,3.6137237,0,Serpent - Eye,,,,,,
8.7639447,3.6099547,0,Serpent - Eye,,,,,,
8.7649746,3.6140664,0,Serpent - Eye,,,,,,
8.763258,3.6185207,0,Serpent - Eye,,,,,,
8.7591381,3.6185207,0,Serpent - Eye,,,,,,
8.9640223,3.7293642,0,Serpent - Mouth,,,,,,
8.9427374,3.7321048,0,Serpent - Mouth,,,,,,
8.9399909,3.7170314,0,Serpent - Mouth,,,,,,
8.9530365,3.6964762,0,Serpent - Mouth,,,,,,
8.9743214,3.7088093,0,Serpent - Mouth,,,,,,
8.9791277,3.7204572,0,Serpent - Mouth,,,,,,
8.9640223,3.7293642,0,Serpent - Mouth,,,,,,
8.9355276,3.7331337,0,Serpent - Mouth,,,,,,
8.9520066,3.726282,0,Serpent - Mouth,,,,,,
8.9705453,3.7269672,0,Serpent - Mouth,,,,,,
8.9671122,3.7351892,0,Serpent - Mouth,,,,,,
8.9526931,3.7495775,0,Serpent - Mouth,,,,,,
8.9355276,3.7331337,0,Serpent - Mouth,,,,,,
8.9128677,3.7735589,0,Serpent - Mouth,,,,,,
8.9307012,3.7556035,0,Serpent - Mouth,,,,,,
8.9382735,3.73793,0,Serpent - Mouth,,,,,,
8.9677993,3.7687628,0,Serpent - Mouth,,,,,,
8.9526931,3.778355,0,Serpent - Mouth,,,,,,
8.9128677,3.7735589,0,Serpent - Mouth,,,,,,
8.9444534,3.7173742,0,Serpent - Mouth,,,,,,
8.948554,3.6980473,0,Serpent - Mouth,,,,,,
8.9506332,3.6481663,0,Serpent - Mouth,,,,,,
8.977577,3.6771045,0,Serpent - Mouth,,,,,,
8.9835921,3.6995588,0,Serpent - Mouth,,,,,,
8.9444534,3.7173742,0,Serpent - Mouth,,,,,,
8.9368277,3.7321879,0,Serpent - Spewing Water,,,,,,
8.948554,3.6980473,0,Serpent - Spewing Water,,,,,,
8.9917593,3.7404101,0,Serpent - Spewing Water,,,,,,
9.0604239,3.7870013,0,Serpent - Spewing Water,,,,,,
9.1016226,3.8363304,0,Serpent - Spewing Water,,,,,,
9.1510611,3.8692149,0,Serpent - Spewing Water,,,,,,
9.2132679,3.8839929,0,Serpent - Spewing Water,,,,,,
9.2856436,3.8938775,0,Serpent - Spewing Water,,,,,,
9.3739159,3.8894425,0,Serpent - Spewing Water,,,,,,
9.4779044,3.8555132,0,Serpent - Spewing Water,,,,,,
9.5740347,3.8363304,0,Serpent - Spewing Water,,,,,,
9.5575552,3.8664746,0,Serpent - Spewing Water,,,,,,
9.4641715,3.888397,0,Serpent - Spewing Water,,,,,,
9.3955069,3.9240196,0,Serpent - Spewing Water,,,,,,
9.2444449,3.9294999,0,Serpent - Spewing Water,,,,,,
9.1400748,3.9157991,0,Serpent - Spewing Water,,,,,,
9.0329581,3.8527729,0,Serpent - Spewing Water,,,,,,
8.9368277,3.7321879,0,Serpent - Spewing Water,,,,,,
8.9707106,3.7154766,0,Serpent - Spewing Water,,,,,,
8.9835921,3.6995588,0,Serpent - Spewing Water,,,,,,
9.0172378,3.8153525,0,Serpent - Spewing Water,,,,,,
9.0474502,3.8783815,0,Serpent - Spewing Water,,,,,,
9.0927688,3.8961932,0,Serpent - Spewing Water,,,,,,
9.1655532,3.8907127,0,Serpent - Spewing Water,,,,,,
9.2658034,3.8674203,0,Serpent - Spewing Water,,,,,,
9.3166152,3.8482378,0,Serpent - Spewing Water,,,,,,
9.4594375,3.830425,0,Serpent - Spewing Water,,,,,,
9.5528213,3.8811218,0,Serpent - Spewing Water,,,,,,
9.5390884,3.8948231,0,Serpent - Spewing Water,,,,,,
9.5116225,3.8989334,0,Serpent - Spewing Water,,,,,,
9.4470779,3.8687904,0,Serpent - Spewing Water,,,,,,
9.3550674,3.8770114,0,Serpent - Spewing Water,,,,,,
9.2726699,3.8866023,0,Serpent - Spewing Water,,,,,,
9.1875259,3.9085242,0,Serpent - Spewing Water,,,,,,
9.1023818,3.9181148,0,Serpent - Spewing Water,,,,,,
9.0282241,3.9044139,0,Serpent - Spewing Water,,,,,,
8.9952651,3.842757,0,Serpent - Spewing Water,,,,,,
8.9707106,3.7154766,0,Serpent - Spewing Water,,,,,,
8.9557321,3.7425029,0,Serpent - Spewing Water,,,,,,
8.9444534,3.7173742,0,Serpent - Spewing Water,,,,,,
9.012037,3.7383918,0,Serpent - Spewing Water,,,,,,
9.0916879,3.7836128,0,Serpent - Spewing Water,,,,,,
9.1988046,3.8274612,0,Serpent - Spewing Water,,,,,,
9.2825753,3.8507548,0,Serpent - Spewing Water,,,,,,
9.4047982,3.8534952,0,Serpent - Spewing Water,,,,,,
9.5558603,3.852125,0,Serpent - Spewing Water,,,,,,
9.5575552,3.8664746,0,Serpent - Spewing Water,,,,,,
9.3210275,3.8877491,0,Serpent - Spewing Water,,,,,,
9.2001779,3.8658267,0,Serpent - Spewing Water,,,,,,
9.0848214,3.8137588,0,Serpent - Spewing Water,,,,,,
8.9557321,3.7425029,0,Serpent - Spewing Water,,,,,,
9.5740347,3.8363304,0,Serpent - Spewing Water,,,,,,
9.3640744,3.877577,0,Serpent - Spewing Water,,,,,,
9.2171322,3.9200505,0,Serpent - Spewing Water,,,,,,
9.1333615,3.9063496,0,Serpent - Spewing Water,,,,,,
9.083923,3.8501736,0,Serpent - Spewing Water,,,,,,
8.9864193,3.7665878,0,Serpent - Spewing Water,,,,,,
8.9520066,3.726282,0,Serpent - Spewing Water,,,,,,
8.9835921,3.6995588,0,Serpent - Spewing Water,,,,,,
9.0729367,3.8172884,0,Serpent - Spewing Water,,,,,,
9.1655532,3.8907127,0,Serpent - Spewing Water,,,,,,
9.2473446,3.8912784,0,Serpent - Spewing Water,,,,,,
9.343475,3.8652456,0,Serpent - Spewing Water,,,,,,
9.4594375,3.830425,0,Serpent - Spewing Water,,,,,,
9.5740347,3.8363304,0,Serpent - Spewing Water,,,,,,
8.7905417,3.6281245,0,Serpent - Eye,,,,,,
8.7864219,3.6007134,0,Serpent - Eye,,,,,,
8.7644492,3.5883781,0,Serpent - Eye,,,,,,
8.7314902,3.5911192,0,Serpent - Eye,,,,,,
8.7420531,3.5764129,0,Serpent - Eye,,,,,,
8.7969847,3.5928601,0,Serpent - Eye,,,,,,
8.7905417,3.6281245,0,Serpent - Eye,,,,,,
8.8931151,3.7751303,0,Serpent - Nostril,,,,,,
8.8889952,3.749094,0,Serpent - Nostril,,,,,,
8.9109678,3.7545754,0,Serpent - Nostril,,,,,,
8.8931151,3.7751303,0,Serpent - Nostril,,,,,,
8.9095945,3.7213441,0,Serpent - Nostril,,,,,,
8.9137143,3.7449828,0,Serpent - Nostril,,,,,,
8.8913986,3.7412144,0,Serpent - Nostril,,,,,,
8.9095945,3.7213441,0,Serpent - Nostril,,,,,,
-60.5548096,27.1582962,0,Poseidon - Chariot,,,,,,
-60.4970653,27.5065449,0,Poseidon - Chariot,,,,,,
-61.741333,28.0151664,0,Poseidon - Chariot,,,,,,
-63.8397217,28.7208521,0,Poseidon - Chariot,,,,,,
-64.5648193,28.7882732,0,Poseidon - Chariot,,,,,,
-67.0697022,28.005467,0,Poseidon - Chariot,,,,,,
-68.4649659,26.4030954,0,Poseidon - Chariot,,,,,,
-68.3660889,24.158189,0,Poseidon - Chariot,,,,,,
-67.8717041,22.8586195,0,Poseidon - Chariot,,,,,,
-67.1026612,21.3931444,0,Poseidon - Chariot,,,,,,
-65.4107666,20.3872747,0,Poseidon - Chariot,,,,,,
-63.279419,19.6647363,0,Poseidon - Chariot,,,,,,
-61.3018799,18.8141815,0,Poseidon - Chariot,,,,,,
-58.6431885,17.7083011,0,Poseidon - Chariot,,,,,,
-55.413208,17.8547619,0,Poseidon - Chariot,,,,,,
-53.9849854,21.0859428,0,Poseidon - Chariot,,,,,,
-54.6221924,23.6660669,0,Poseidon - Chariot,,,,,,
-56.6876221,25.4446708,0,Poseidon - Chariot,,,,,,
-58.4674073,26.5112882,0,Poseidon - Chariot,,,,,,
-60.3212841,27.5065449,0,Poseidon - Chariot,,,,,,
-60.5548096,27.1582962,0,Poseidon - Chariot,,,,,,
-61.5308163,27.6419315,0,Poseidon - Chariot,,,,,,
-64.494176,28.536322,0,Poseidon - Chariot,,,,,,
-66.8829346,27.8210122,0,Poseidon - Chariot,,,,,,
-68.160038,26.368022,0,Poseidon - Chariot,,,,,,
-68.075792,24.303275,0,Poseidon - Chariot,,,,,,
-66.841088,21.562179,0,Poseidon - Chariot,,,,,,
-65.3788,20.711439,0,Poseidon - Chariot,,,,,,
-63.3013916,20.0986583,0,Poseidon - Chariot,,,,,,
-62.1101423,19.6115943,0,Poseidon - Chariot,,,,,,
-60.156846,18.740419,0,Poseidon - Chariot,,,,,,
-58.5113526,18.0846707,0,Poseidon - Chariot,,,,,,
-55.812147,18.145252,0,Poseidon - Chariot,,,,,,
-54.4244385,21.1269399,0,Poseidon - Chariot,,,,,,
-54.9737549,23.5855431,0,Poseidon - Chariot,,,,,,
-56.951294,25.2858358,0,Poseidon - Chariot,,,,,,
-60.5548096,27.1582962,0,Poseidon - Chariot,,,,,,
-61.5308163,27.6419315,0,Poseidon - Chariot,,,,,,
-63.8725644,31.723748,0,Poseidon - Chariot ,,,,,,
-63.960455,31.3210484,0,Poseidon - Chariot ,,,,,,
-61.9921783,30.7098389,0,Poseidon - Chariot ,,,,,,
-61.8840391,30.7279267,0,Poseidon - Chariot ,,,,,,
-61.3749836,31.8128552,0,Poseidon - Chariot ,,,,,,
-61.3057612,32.1305297,0,Poseidon - Chariot ,,,,,,
-61.6107003,32.2991761,0,Poseidon - Chariot ,,,,,,
-61.8201752,32.434692,0,Poseidon - Chariot ,,,,,,
-62.1544242,32.5207148,0,Poseidon - Chariot ,,,,,,
-62.8573541,32.3703239,0,Poseidon - Chariot ,,,,,,
-63.3168038,32.163789,0,Poseidon - Chariot ,,,,,,
-63.8725644,31.723748,0,Poseidon - Chariot ,,,,,,
-64.2680723,30.7184823,0,Poseidon - Chariot ,,,,,,
-63.8468691,29.7490065,0,Poseidon - Chariot ,,,,,,
-62.9826719,28.9074666,0,Poseidon - Chariot ,,,,,,
-61.3315206,28.2517793,0,Poseidon - Chariot ,,,,,,
-61.550702,28.51934,0,Poseidon - Chariot ,,,,,,
-62.2795468,30.0360687,0,Poseidon - Chariot ,,,,,,
-64.2680723,30.7184823,0,Poseidon - Chariot ,,,,,,
-57.5206205,31.4821427,0,Poseidon - Chariot ,,,,,,
-57.6524565,31.0125145,0,Poseidon - Chariot ,,,,,,
-57.0811674,30.2562811,0,Poseidon - Chariot ,,,,,,
-54.5103666,31.0689931,0,Poseidon - Chariot ,,,,,,
-55.8506986,31.3133457,0,Poseidon - Chariot ,,,,,,
-57.5206205,31.4821427,0,Poseidon - Chariot ,,,,,,
-56.5543002,29.7615419,0,Poseidon - Chariot ,,,,,,
-54.6351282,29.2814553,0,Poseidon - Chariot ,,,,,,
-54.5707346,29.4465292,0,Poseidon - Chariot ,,,,,,
-54.4221407,29.8569095,0,Poseidon - Chariot ,,,,,,
-54.3671854,30.0378483,0,Poseidon - Chariot ,,,,,,
-54.2243051,30.2279533,0,Poseidon - Chariot ,,,,,,
-54.1473671,30.4461221,0,Poseidon - Chariot ,,,,,,
-56.5543002,29.7615419,0,Poseidon - Chariot ,,,,,,
-44.3650154,29.6025915,0,Poseidon Black Horse - Body,,,,,,
-46.7327241,29.4370724,0,Poseidon Black Horse - Body,,,,,,
-48.2708101,29.3796484,0,Poseidon Black Horse - Body,,,,,,
-49.0635301,29.0876663,0,Poseidon Black Horse - Body,,,,,,
-48.8877489,28.6258052,0,Poseidon Black Horse - Body,,,,,,
-49.1368221,28.5688906,0,Poseidon Black Horse - Body,,,,,,
-49.2977684,27.7611292,0,Poseidon Black Horse - Body,,,,,,
-49.2828404,27.0107683,0,Poseidon Black Horse - Body,,,,,,
-49.2466532,26.5045143,0,Poseidon Black Horse - Body,,,,,,
-49.0824968,26.0888415,0,Poseidon Black Horse - Body,,,,,,
-48.9959077,25.6686224,0,Poseidon Black Horse - Body,,,,,,
-48.8345946,25.3474719,0,Poseidon Black Horse - Body,,,,,,
-48.4795502,24.973471,0,Poseidon Black Horse - Body,,,,,,
-47.8654177,21.4488244,0,Poseidon Black Horse - Body,,,,,,
-46.7446758,21.8047067,0,Poseidon Black Horse - Body,,,,,,
-47.1792436,24.1469666,0,Poseidon Black Horse - Body,,,,,,
-46.71333,24.999409,0,Poseidon Black Horse - Body,,,,,,
-46.5129975,24.4044974,0,Poseidon Black Horse - Body,,,,,,
-45.9681205,23.3985053,0,Poseidon Black Horse - Body,,,,,,
-45.4411744,24.3360952,0,Poseidon Black Horse - Body,,,,,,
-45.3518647,24.9170296,0,Poseidon Black Horse - Body,,,,,,
-44.6902324,25.4971445,0,Poseidon Black Horse - Body,,,,,,
-43.3692117,27.8150179,0,Poseidon Black Horse - Body,,,,,,
-43.3906318,28.5186384,0,Poseidon Black Horse - Body,,,,,,
-44.1892342,29.6216943,0,Poseidon Black Horse - Body,,,,,,
-44.3650154,29.6025915,0,Poseidon Black Horse - Body,,,,,,
-49.0635301,29.0876663,0,Poseidon Black Horse - Tail,,,,,,
-49.8325731,28.8569922,0,Poseidon Black Horse - Tail,,,,,,
-50.3379442,28.5293265,0,Poseidon Black Horse - Tail,,,,,,
-50.6455613,27.793214,0,Poseidon Black Horse - Tail,,,,,,
-50.7993699,26.64039,0,Poseidon Black Horse - Tail,,,,,,
-50.9312059,25.8125527,0,Poseidon Black Horse - Tail,,,,,,
-50.8645825,25.1078253,0,Poseidon Black Horse - Tail,,,,,,
-50.6895066,24.859327,0,Poseidon Black Horse - Tail,,,,,,
-50.7985665,24.2381043,0,Poseidon Black Horse - Tail,,,,,,
-50.1841356,23.7177714,0,Poseidon Black Horse - Tail,,,,,,
-49.4178379,24.1069471,0,Poseidon Black Horse - Tail,,,,,,
-49.3931199,25.455974,0,Poseidon Black Horse - Tail,,,,,,
-49.7886278,26.0891524,0,Poseidon Black Horse - Tail,,,,,,
-49.5681814,26.5916048,0,Poseidon Black Horse - Tail,,,,,,
-49.742978,27.4082116,0,Poseidon Black Horse - Tail,,,,,,
-49.5349784,27.8543522,0,Poseidon Black Horse - Tail,,,,,,
-49.3926423,28.2422728,0,Poseidon Black Horse - Tail,,,,,,
-49.3035249,28.6109139,0,Poseidon Black Horse - Tail,,,,,,
-48.8877489,28.6258052,0,Poseidon Black Horse - Tail,,,,,,
-49.0635301,29.0876663,0,Poseidon Black Horse - Tail,,,,,,
-41.2971448,29.9895203,0,Poseidon Black Horse - Mane,,,,,,
-42.330144,29.5933295,0,Poseidon Black Horse - Mane,,,,,,
-41.9671067,29.1683972,0,Poseidon Black Horse - Mane,,,,,,
-41.577009,29.5683486,0,Poseidon Black Horse - Mane,,,,,,
-41.2746901,29.2015224,0,Poseidon Black Horse - Mane,,,,,,
-40.9414225,29.5714983,0,Poseidon Black Horse - Mane,,,,,,
-40.3921062,29.1501944,0,Poseidon Black Horse - Mane,,,,,,
-39.4912272,28.9388909,0,Poseidon Black Horse - Mane,,,,,,
-39.5908395,30.1240054,0,Poseidon Black Horse - Mane,,,,,,
-39.7109538,30.3898877,0,Poseidon Black Horse - Mane,,,,,,
-38.9475663,29.7391446,0,Poseidon Black Horse - Mane,,,,,,
-39.2379642,30.7598332,0,Poseidon Black Horse - Mane,,,,,,
-38.7661295,30.6737784,0,Poseidon Black Horse - Mane,,,,,,
-38.2629229,30.4154767,0,Poseidon Black Horse - Mane,,,,,,
-38.1289225,31.2766261,0,Poseidon Black Horse - Mane,,,,,,
-37.8652507,31.1638825,0,Poseidon Black Horse - Mane,,,,,,
-38.1902612,31.8395427,0,Poseidon Black Horse - Mane,,,,,,
-37.3606865,31.3371467,0,Poseidon Black Horse - Mane,,,,,,
-37.2208966,32.1355332,0,Poseidon Black Horse - Mane,,,,,,
-36.7954354,31.8033552,0,Poseidon Black Horse - Mane,,,,,,
-36.4919596,31.9129558,0,Poseidon Black Horse - Mane,,,,,,
-36.2473303,32.0118181,0,Poseidon Black Horse - Mane,,,,,,
-35.9714604,32.0551057,0,Poseidon Black Horse - Mane,,,,,,
-35.0736644,32.212277,0,Poseidon Black Horse - Mane,,,,,,
-35.2145447,32.7378208,0,Poseidon Black Horse - Mane,,,,,,
-35.2724772,32.9791309,0,Poseidon Black Horse - Mane,,,,,,
-35.2720012,33.228382,0,Poseidon Black Horse - Mane,,,,,,
-35.0694268,33.3202592,0,Poseidon Black Horse - Mane,,,,,,
-34.8330241,33.3561805,0,Poseidon Black Horse - Mane,,,,,,
-34.4936351,33.7783401,0,Poseidon Black Horse - Mane,,,,,,
-33.7124186,33.7224665,0,Poseidon Black Horse - Mane,,,,,,
-34.0204328,34.0140277,0,Poseidon Black Horse - Mane,,,,,,
-34.7671061,34.1963104,0,Poseidon Black Horse - Mane,,,,,,
-35.6020671,34.2689748,0,Poseidon Black Horse - Mane,,,,,,
-36.6128093,34.1599546,0,Poseidon Black Horse - Mane,,,,,,
-37.2939616,33.6493336,0,Poseidon Black Horse - Mane,,,,,,
-38.0849772,33.0988588,0,Poseidon Black Horse - Mane,,,,,,
-39.1176921,32.2294845,0,Poseidon Black Horse - Mane,,,,,,
-40.0405436,31.6140481,0,Poseidon Black Horse - Mane,,,,,,
-40.6736089,31.0628116,0,Poseidon Black Horse - Mane,,,,,,
-41.2971448,29.9895203,0,Poseidon Black Horse - Mane,,,,,,
-53.4416651,31.7161702,0,Poseidon - Trident ,,,,,,
-54.7050928,28.5335356,0,Poseidon - Trident ,,,,,,
-55.266937,27.0140102,0,Poseidon - Trident ,,,,,,
-55.1006006,26.8310926,0,Poseidon - Trident ,,,,,,
-53.1560206,31.697477,0,Poseidon - Trident ,,,,,,
-53.4416651,31.7161702,0,Poseidon - Trident ,,,,,,
-42.0754863,27.736354,0,Poseidon Pale Horse - Mane,,,,,,
-42.3521966,27.6099264,0,Poseidon Pale Horse - Mane,,,,,,
-43.2180644,27.2099991,0,Poseidon Pale Horse - Mane,,,,,,
-43.3692117,27.8150179,0,Poseidon Pale Horse - Mane,,,,,,
-43.7454081,27.1513604,0,Poseidon Pale Horse - Mane,,,,,,
-44.1189433,26.4649792,0,Poseidon Pale Horse - Mane,,,,,,
-44.6902324,25.4971445,0,Poseidon Pale Horse - Mane,,,,,,
-45.2615214,24.4014474,0,Poseidon Pale Horse - Mane,,,,,,
-46.0745097,23.073983,0,Poseidon Pale Horse - Mane,,,,,,
-46.3890237,22.0435373,0,Poseidon Pale Horse - Mane,,,,,,
-46.7446758,21.8047067,0,Poseidon Pale Horse - Mane,,,,,,
-47.1647633,21.5877155,0,Poseidon Pale Horse - Mane,,,,,,
-47.9182259,21.2999237,0,Poseidon Pale Horse - Mane,,,,,,
-47.0238849,21.1151873,0,Poseidon Pale Horse - Mane,,,,,,
-47.3178313,20.4083019,0,Poseidon Pale Horse - Mane,,,,,,
-46.6677714,20.4211569,0,Poseidon Pale Horse - Mane,,,,,,
-46.5686314,20.1225475,0,Poseidon Pale Horse - Mane,,,,,,
-46.0085917,20.1738582,0,Poseidon Pale Horse - Mane,,,,,,
-45.7340063,19.8850553,0,Poseidon Pale Horse - Mane,,,,,,
-45.4592753,20.2563349,0,Poseidon Pale Horse - Mane,,,,,,
-45.3940763,21.0987418,0,Poseidon Pale Horse - Mane,,,,,,
-44.9539042,21.1196687,0,Poseidon Pale Horse - Mane,,,,,,
-44.4705058,21.9576296,0,Poseidon Pale Horse - Mane,,,,,,
-44.8329035,22.3028291,0,Poseidon Pale Horse - Mane,,,,,,
-44.5583964,22.9121673,0,Poseidon Pale Horse - Mane,,,,,,
-44.1853877,23.0020039,0,Poseidon Pale Horse - Mane,,,,,,
-44.3166972,24.0608225,0,Poseidon Pale Horse - Mane,,,,,,
-44.053399,23.8902691,0,Poseidon Pale Horse - Mane,,,,,,
-43.7893535,24.4214558,0,Poseidon Pale Horse - Mane,,,,,,
-43.6794902,25.1992872,0,Poseidon Pale Horse - Mane,,,,,,
-43.4495389,24.9800858,0,Poseidon Pale Horse - Mane,,,,,,
-43.2191362,25.4367769,0,Poseidon Pale Horse - Mane,,,,,,
-43.1741191,26.2089848,0,Poseidon Pale Horse - Mane,,,,,,
-42.970769,25.6409213,0,Poseidon Pale Horse - Mane,,,,,,
-42.8118975,25.8636671,0,Poseidon Pale Horse - Mane,,,,,,
-42.6310535,26.4110911,0,Poseidon Pale Horse - Mane,,,,,,
-42.4520471,26.0539068,0,Poseidon Pale Horse - Mane,,,,,,
-42.1853496,26.3075112,0,Poseidon Pale Horse - Mane,,,,,,
-42.1853496,26.8086892,0,Poseidon Pale Horse - Mane,,,,,,
-41.7683675,26.3770443,0,Poseidon Pale Horse - Mane,,,,,,
-41.5920878,26.9654684,0,Poseidon Pale Horse - Mane,,,,,,
-41.4932806,26.5236627,0,Poseidon Pale Horse - Mane,,,,,,
-41.043672,26.6507602,0,Poseidon Pale Horse - Mane,,,,,,
-40.9838677,26.9325913,0,Poseidon Pale Horse - Mane,,,,,,
-40.2432079,26.5659255,0,Poseidon Pale Horse - Mane,,,,,,
-40.4968959,26.8732844,0,Poseidon Pale Horse - Mane,,,,,,
-41.003199,27.5184973,0,Poseidon Pale Horse - Mane,,,,,,
-42.0754863,27.736354,0,Poseidon Pale Horse - Mane,,,,,,
-53.5756244,19.9014198,0,Poseidon Pale Horse - Tail,,,,,,
-54.496043,19.8207815,0,Poseidon Pale Horse - Tail,,,,,,
-55.1112774,19.4482713,0,Poseidon Pale Horse - Tail,,,,,,
-55.812147,18.145252,0,Poseidon Pale Horse - Tail,,,,,,
-56.2538555,17.279646,0,Poseidon Pale Horse - Tail,,,,,,
-56.1659649,16.1854654,0,Poseidon Pale Horse - Tail,,,,,,
-56.3856914,15.170031,0,Poseidon Pale Horse - Tail,,,,,,
-56.2099102,13.9791821,0,Poseidon Pale Horse - Tail,,,,,,
-55.8166764,13.3494714,0,Poseidon Pale Horse - Tail,,,,,,
-55.7533713,13.7464303,0,Poseidon Pale Horse - Tail,,,,,,
-55.6825664,13.9365344,0,Poseidon Pale Horse - Tail,,,,,,
-55.1552227,14.8729259,0,Poseidon Pale Horse - Tail,,,,,,
-55.4479841,16.3613042,0,Poseidon Pale Horse - Tail,,,,,,
-55.4099833,16.9879949,0,Poseidon Pale Horse - Tail,,,,,,
-54.7157696,17.5312446,0,Poseidon Pale Horse - Tail,,,,,,
-54.4520977,19.0333663,0,Poseidon Pale Horse - Tail,,,,,,
-53.6813459,19.2734169,0,Poseidon Pale Horse - Tail,,,,,,
-53.5756244,19.9014198,0,Poseidon Pale Horse - Tail,,,,,,
-51.8343385,11.126609,0,Poseidon Pale Horse - Hoof,,,,,,
-51.8943583,10.2441327,0,Poseidon Pale Horse - Hoof,,,,,,
-50.8016236,10.2845987,0,Poseidon Pale Horse - Hoof,,,,,,
-51.0213502,11.0403577,0,Poseidon Pale Horse - Hoof,,,,,,
-51.8343385,11.126609,0,Poseidon Pale Horse - Hoof,,,,,,
-47.9400163,11.0197297,0,Poseidon Pale Horse - Hoof,,,,,,
-47.9619992,10.4695583,0,Poseidon Pale Horse - Hoof,,,,,,
-46.9073117,10.4479507,0,Poseidon Pale Horse - Hoof,,,,,,
-47.2644444,11.2185705,0,Poseidon Pale Horse - Hoof,,,,,,
-47.9400163,11.0197297,0,Poseidon Pale Horse - Hoof,,,,,,
-48.1158078,16.4077411,0,Poseidon Pale Horse - Leg,,,,,,
-49.5220578,16.2812331,0,Poseidon Pale Horse - Leg,,,,,,
-50.5214545,15.8715474,0,Poseidon Pale Horse - Leg,,,,,,
-50.2691281,15.3934229,0,Poseidon Pale Horse - Leg,,,,,,
-49.3023313,15.7955343,0,Poseidon Pale Horse - Leg,,,,,,
-48.1158078,16.4077411,0,Poseidon Pale Horse - Leg,,,,,,
-43.3477414,17.1860363,0,Poseidon Pale Horse - Leg,,,,,,
-44.3365109,17.374864,0,Poseidon Pale Horse - Leg,,,,,,
-45.2373898,16.8078049,0,Poseidon Pale Horse - Leg,,,,,,
-44.8638547,16.3655809,0,Poseidon Pale Horse - Leg,,,,,,
-44.3584836,16.976002,0,Poseidon Pale Horse - Leg,,,,,,
-42.9522336,16.7026059,0,Poseidon Pale Horse - Leg,,,,,,
-43.3477414,17.1860363,0,Poseidon Pale Horse - Leg,,,,,,
-42.9074184,11.452412,0,Poseidon Pale Horse - Hoof,,,,,,
-42.9531532,10.7020624,0,Poseidon Pale Horse - Hoof,,,,,,
-41.5249306,10.5940909,0,Poseidon Pale Horse - Hoof,,,,,,
-41.6113723,11.3007701,0,Poseidon Pale Horse - Hoof,,,,,,
-42.9074184,11.452412,0,Poseidon Pale Horse - Hoof,,,,,,
-38.96695,14.9268165,0,Poseidon Pale Horse - Hoof,,,,,,
-39.189695,13.9839588,0,Poseidon Pale Horse - Hoof,,,,,,
-37.7676064,14.0496235,0,Poseidon Pale Horse - Hoof,,,,,,
-38.1028272,14.9895918,0,Poseidon Pale Horse - Hoof,,,,,,
-38.96695,14.9268165,0,Poseidon Pale Horse - Hoof,,,,,,
-50.576767,18.8896327,0,Poseidon Pale Horse - Leg,,,,,,
-50.1819103,17.9751538,0,Poseidon Pale Horse - Leg,,,,,,
-50.137879,17.1385843,0,Poseidon Pale Horse - Leg,,,,,,
-50.3359462,16.6344697,0,Poseidon Pale Horse - Leg,,,,,,
-50.8839182,15.8771684,0,Poseidon Pale Horse - Leg,,,,,,
-50.7398286,15.7235982,0,Poseidon Pale Horse - Leg,,,,,,
-50.1383486,16.424761,0,Poseidon Pale Horse - Leg,,,,,,
-49.8752604,17.2641633,0,Poseidon Pale Horse - Leg,,,,,,
-49.875299,18.1413316,0,Poseidon Pale Horse - Leg,,,,,,
-50.576767,18.8896327,0,Poseidon Pale Horse - Leg,,,,,,
