X,Y,Z,Name,gx_media_links
-108.1950741,43.5069371,0,Birds Haves Nests - Leg,
-108.1953316,43.5078709,0,Birds Haves Nests - Leg,
-108.1960183,43.506688,0,Birds Haves Nests - Leg,
-108.1905528,43.5096322,0,Birds Haves Nests - Leg,
-108.193218,43.5073245,0,Birds Haves Nests - Leg,
-108.1932135,43.5057726,0,Birds Haves Nests - Leg,
-108.1921835,43.504403,0,Birds Haves Nests - Leg,
-108.1915014,43.5059549,0,Birds Haves Nests - Leg,
-108.1905528,43.5065819,0,Birds Haves Nests - Leg,
-108.1905528,43.5096322,0,Birds Haves Nests - Leg,
-108.6333512,45.197688,0,Birds Haves Nests - Baby Mouth,
-108.5866593,45.1778465,0,Birds Haves Nests - Baby Mouth,
-108.5509537,45.1667129,0,Birds Haves Nests - Baby Mouth,
-108.5331009,45.172522,0,Birds Haves Nests - Baby Mouth,
-108.5028885,45.1802666,0,Birds Haves Nests - Baby Mouth,
-108.4822892,45.1909136,0,Birds Haves Nests - Baby Mouth,
-108.5241745,45.2025263,0,Birds Haves Nests - Baby Mouth,
-108.5626267,45.2030101,0,Birds Haves Nests - Baby Mouth,
-108.5914658,45.2025263,0,Birds Haves Nests - Baby Mouth,
-108.6333512,45.197688,0,Birds Haves Nests - Baby Mouth,
-108.184967,43.5096991,0,Birds Haves Nests - Nest,
-108.1877679,43.5074334,0,Birds Haves Nests - Nest,
-108.1915014,43.5059549,0,Birds Haves Nests - Nest,
-108.1918022,43.5035893,0,Birds Haves Nests - Nest,
-108.1918238,43.5018773,0,Birds Haves Nests - Nest,
-108.191073,43.499605,0,Birds Haves Nests - Nest,
-108.191502,43.4971145,0,Birds Haves Nests - Nest,
-108.1907723,43.4943126,0,Birds Haves Nests - Nest,
-108.1904934,43.4905455,0,Birds Haves Nests - Nest,
-108.1868671,43.4888952,0,Birds Haves Nests - Nest,
-108.1837128,43.4876498,0,Birds Haves Nests - Nest,
-108.1787561,43.4860929,0,Birds Haves Nests - Nest,
-108.1741858,43.4870581,0,Birds Haves Nests - Nest,
-108.1706453,43.4884592,0,Birds Haves Nests - Nest,
-108.167212,43.4897355,0,Birds Haves Nests - Nest,
-108.1650662,43.490825,0,Birds Haves Nests - Nest,
-108.164208,43.4916975,0,Birds Haves Nests - Nest,
-108.1634421,43.4965559,0,Birds Haves Nests - Nest,
-108.1642211,43.4981765,0,Birds Haves Nests - Nest,
-108.1708438,43.5039707,0,Birds Haves Nests - Nest,
-108.1729481,43.5057454,0,Birds Haves Nests - Nest,
-108.1788293,43.5078936,0,Birds Haves Nests - Nest,
-108.184967,43.5096991,0,Birds Haves Nests - Nest,
-108.1857184,43.5127183,0,Birds Haves Nests - Nest,
-108.1825217,43.5112556,0,Birds Haves Nests - Nest,
-108.1766429,43.5089528,0,Birds Haves Nests - Nest,
-108.1707645,43.5067741,0,Birds Haves Nests - Nest,
-108.1692228,43.5056545,0,Birds Haves Nests - Nest,
-108.1680657,43.5042231,0,Birds Haves Nests - Nest,
-108.1654496,43.5024805,0,Birds Haves Nests - Nest,
-108.1618582,43.4994337,0,Birds Haves Nests - Nest,
-108.1607691,43.4973867,0,Birds Haves Nests - Nest,
-108.1601951,43.4907322,0,Birds Haves Nests - Nest,
-108.1671687,43.4845984,0,Birds Haves Nests - Nest,
-108.1689388,43.483088,0,Birds Haves Nests - Nest,
-108.1652159,43.4826987,0,Birds Haves Nests - Nest,
-108.1644449,43.4820274,0,Birds Haves Nests - Nest,
-108.1643169,43.4800102,0,Birds Haves Nests - Nest,
-108.1544901,43.4825393,0,Birds Haves Nests - Nest,
-108.1508007,43.4878462,0,Birds Haves Nests - Nest,
-108.1497717,43.4882333,0,Birds Haves Nests - Nest,
-108.1488303,43.4891946,0,Birds Haves Nests - Nest,
-108.1497771,43.492024,0,Birds Haves Nests - Nest,
-108.1468693,43.4926933,0,Birds Haves Nests - Nest,
-108.1462366,43.4949115,0,Birds Haves Nests - Nest,
-108.1446596,43.4969428,0,Birds Haves Nests - Nest,
-108.1454,43.4981648,0,Birds Haves Nests - Nest,
-108.1457972,43.4994489,0,Birds Haves Nests - Nest,
-108.1478142,43.5012228,0,Birds Haves Nests - Nest,
-108.1494447,43.5021879,0,Birds Haves Nests - Nest,
-108.1506467,43.5040873,0,Birds Haves Nests - Nest,
-108.1543266,43.5059589,0,Birds Haves Nests - Nest,
-108.1558607,43.5071455,0,Birds Haves Nests - Nest,
-108.1588431,43.5079625,0,Birds Haves Nests - Nest,
-108.1629198,43.5099696,0,Birds Haves Nests - Nest,
-108.1635637,43.5112304,0,Birds Haves Nests - Nest,
-108.1647226,43.5117442,0,Birds Haves Nests - Nest,
-108.1656237,43.5123979,0,Birds Haves Nests - Nest,
-108.1666536,43.5122728,0,Birds Haves Nests - Nest,
-108.1673837,43.512678,0,Birds Haves Nests - Nest,
-108.1690144,43.5131446,0,Birds Haves Nests - Nest,
-108.1687788,43.5137829,0,Birds Haves Nests - Nest,
-108.1701468,43.5143782,0,Birds Haves Nests - Nest,
-108.1757203,43.5147555,0,Birds Haves Nests - Nest,
-108.1795279,43.5140156,0,Birds Haves Nests - Nest,
-108.1823182,43.5138606,0,Birds Haves Nests - Nest,
-108.1833909,43.513674,0,Birds Haves Nests - Nest,
-108.183691,43.513487,0,Birds Haves Nests - Nest,
-108.1844634,43.5129891,0,Birds Haves Nests - Nest,
-108.1857184,43.5127183,0,Birds Haves Nests - Nest,
-108.2216337,43.4958801,0,Birds Haves Nests - Momma Bird,
-108.2189139,43.4952787,0,Birds Haves Nests - Momma Bird,
-108.2205845,43.4956779,0,Birds Haves Nests - Momma Bird,
-108.2216337,43.4958801,0,Birds Haves Nests - Momma Bird,
-108.2256621,43.4993688,0,Birds Haves Nests - Momma Bird,
-108.2272929,43.498217,0,Birds Haves Nests - Momma Bird,
-108.223731,43.4975166,0,Birds Haves Nests - Momma Bird,
-108.2277008,43.497104,0,Birds Haves Nests - Momma Bird,
-108.224037,43.4965027,0,Birds Haves Nests - Momma Bird,
-108.2205845,43.4956779,0,Birds Haves Nests - Momma Bird,
-108.2177658,43.4951345,0,Birds Haves Nests - Momma Bird,
-108.2145043,43.4950415,0,Birds Haves Nests - Momma Bird,
-108.2025741,43.4995709,0,Birds Haves Nests - Momma Bird,
-108.1997414,43.5026058,0,Birds Haves Nests - Momma Bird,
-108.1978744,43.5027616,0,Birds Haves Nests - Momma Bird,
-108.1976818,43.504959,0,Birds Haves Nests - Momma Bird,
-108.193218,43.5073245,0,Birds Haves Nests - Momma Bird,
-108.1888408,43.5115264,0,Birds Haves Nests - Momma Bird,
-108.1866954,43.5149316,0,Birds Haves Nests - Momma Bird,
-108.186524,43.5161143,0,Birds Haves Nests - Momma Bird,
-108.1847215,43.5174214,0,Birds Haves Nests - Momma Bird,
-108.181374,43.5189774,0,Birds Haves Nests - Momma Bird,
-108.1782839,43.5216539,0,Birds Haves Nests - Momma Bird,
-108.1749362,43.5242058,0,Birds Haves Nests - Momma Bird,
-108.1728762,43.5256366,0,Birds Haves Nests - Momma Bird,
-108.1734448,43.5274833,0,Birds Haves Nests - Momma Bird,
-108.171589,43.529184,0,Birds Haves Nests - Momma Bird,
-108.178627,43.530553,0,Birds Haves Nests - Momma Bird,
-108.183434,43.529184,0,Birds Haves Nests - Momma Bird,
-108.187725,43.525326,0,Birds Haves Nests - Momma Bird,
-108.193733,43.523708,0,Birds Haves Nests - Momma Bird,
-108.203175,43.518355,0,Birds Haves Nests - Momma Bird,
-108.205063,43.516986,0,Birds Haves Nests - Momma Bird,
-108.2096122,43.5138734,0,Birds Haves Nests - Momma Bird,
-108.2164144,43.5107145,0,Birds Haves Nests - Momma Bird,
-108.2231202,43.5063339,0,Birds Haves Nests - Momma Bird,
-108.225786,43.5038942,0,Birds Haves Nests - Momma Bird,
-108.2281273,43.4997637,0,Birds Haves Nests - Momma Bird,
-108.2256621,43.4993688,0,Birds Haves Nests - Momma Bird,
-108.2225724,43.5009098,0,Birds Haves Nests - Momma Bird,
-108.2232924,43.5016801,0,Birds Haves Nests - Momma Bird,
-108.2256621,43.4993688,0,Birds Haves Nests - Momma Bird,
-108.2225724,43.5009098,0,Birds Haves Nests - Momma Bird,
-108.2226814,43.5022761,0,Birds Haves Nests - Momma Bird,
-108.2234309,43.5018282,0,Birds Haves Nests - Momma Bird,
-108.2232924,43.5016801,0,Birds Haves Nests - Momma Bird,
-108.2226814,43.5022761,0,Birds Haves Nests - Momma Bird,
-108.2200835,43.5038283,0,Birds Haves Nests - Momma Bird,
-108.221038,43.5038788,0,Birds Haves Nests - Momma Bird,
-108.2226814,43.5022761,0,Birds Haves Nests - Momma Bird,
-108.2200835,43.5038283,0,Birds Haves Nests - Momma Bird,
-108.2199294,43.5049599,0,Birds Haves Nests - Momma Bird,
-108.2226584,43.5039644,0,Birds Haves Nests - Momma Bird,
-108.221038,43.5038788,0,Birds Haves Nests - Momma Bird,
-108.2199294,43.5049599,0,Birds Haves Nests - Momma Bird,
-108.2171651,43.5059682,0,Birds Haves Nests - Momma Bird,
-108.2173153,43.507509,0,Birds Haves Nests - Momma Bird,
-108.2199294,43.5049599,0,Birds Haves Nests - Momma Bird,
-108.2171651,43.5059682,0,Birds Haves Nests - Momma Bird,
-108.157138,43.519538,0,Birds Haves Nests - Baby Mouth,
-108.157438,43.519258,0,Birds Haves Nests - Baby Mouth,
-108.157052,43.518946,0,Birds Haves Nests - Baby Mouth,
-108.156708,43.518262,0,Birds Haves Nests - Baby Mouth,
-108.155764,43.517951,0,Birds Haves Nests - Baby Mouth,
-108.154262,43.517857,0,Birds Haves Nests - Baby Mouth,
-108.152975,43.518666,0,Birds Haves Nests - Baby Mouth,
-108.149713,43.520098,0,Birds Haves Nests - Baby Mouth,
-108.152975,43.520222,0,Birds Haves Nests - Baby Mouth,
-108.155464,43.520409,0,Birds Haves Nests - Baby Mouth,
-108.156837,43.519662,0,Birds Haves Nests - Baby Mouth,
-108.157138,43.519538,0,Birds Haves Nests - Baby Mouth,
-108.151172,43.518448,0,Birds Haves Nests - Baby Mouth,
-108.151988,43.517639,0,Birds Haves Nests - Baby Mouth,
-108.151773,43.516395,0,Birds Haves Nests - Baby Mouth,
-108.151516,43.515554,0,Birds Haves Nests - Baby Mouth,
-108.150743,43.515461,0,Birds Haves Nests - Baby Mouth,
-108.149155,43.515616,0,Birds Haves Nests - Baby Mouth,
-108.147696,43.515803,0,Birds Haves Nests - Baby Mouth,
-108.147439,43.516146,0,Birds Haves Nests - Baby Mouth,
-108.14907,43.516395,0,Birds Haves Nests - Baby Mouth,
-108.150185,43.517204,0,Birds Haves Nests - Baby Mouth,
-108.151172,43.518448,0,Birds Haves Nests - Baby Mouth,
-108.144864,43.514994,0,Birds Haves Nests - Baby Mouth,
-108.14701,43.515368,0,Birds Haves Nests - Baby Mouth,
-108.148383,43.515025,0,Birds Haves Nests - Baby Mouth,
-108.14967,43.514621,0,Birds Haves Nests - Baby Mouth,
-108.149799,43.514185,0,Birds Haves Nests - Baby Mouth,
-108.150829,43.513998,0,Birds Haves Nests - Baby Mouth,
-108.1504,43.513314,0,Birds Haves Nests - Baby Mouth,
-108.149327,43.513064,0,Birds Haves Nests - Baby Mouth,
-108.148254,43.513096,0,Birds Haves Nests - Baby Mouth,
-108.147095,43.513033,0,Birds Haves Nests - Baby Mouth,
-108.145894,43.513531,0,Birds Haves Nests - Baby Mouth,
-108.14525,43.514247,0,Birds Haves Nests - Baby Mouth,
-108.144048,43.514652,0,Birds Haves Nests - Baby Mouth,
-108.144864,43.514994,0,Birds Haves Nests - Baby Mouth,
-108.144001,43.512488,0,Birds Haves Nests - Baby Mouth,
-108.144516,43.512084,0,Birds Haves Nests - Baby Mouth,
-108.144559,43.511446,0,Birds Haves Nests - Baby Mouth,
-108.144881,43.51101,0,Birds Haves Nests - Baby Mouth,
-108.14531,43.510527,0,Birds Haves Nests - Baby Mouth,
-108.145224,43.510045,0,Birds Haves Nests - Baby Mouth,
-108.144237,43.510029,0,Birds Haves Nests - Baby Mouth,
-108.143464,43.510465,0,Birds Haves Nests - Baby Mouth,
-108.142992,43.510916,0,Birds Haves Nests - Baby Mouth,
-108.14295,43.511352,0,Birds Haves Nests - Baby Mouth,
-108.143314,43.511804,0,Birds Haves Nests - Baby Mouth,
-108.14355,43.512021,0,Birds Haves Nests - Baby Mouth,
-108.144001,43.512488,0,Birds Haves Nests - Baby Mouth,
-108.0781228,43.8159814,0,Birds Haves Nests - Momma Bird,
-108.094602,43.80954,0,Birds Haves Nests - Momma Bird,
-108.1117682,43.8026023,0,Birds Haves Nests - Momma Bird,
-108.1261883,43.7991337,0,Birds Haves Nests - Momma Bird,
-108.0946026,43.7907074,0,Birds Haves Nests - Momma Bird,
-108.0719433,43.7912027,0,Birds Haves Nests - Momma Bird,
-108.0345209,43.792195,0,Birds Haves Nests - Momma Bird,
-108.0231485,43.7934349,0,Birds Haves Nests - Momma Bird,
-108.0230628,43.7949841,0,Birds Haves Nests - Momma Bird,
-108.0199724,43.7985777,0,Birds Haves Nests - Momma Bird,
-108.0140498,43.7991974,0,Birds Haves Nests - Momma Bird,
-108.0079555,43.7990115,0,Birds Haves Nests - Momma Bird,
-108.0114322,43.7960996,0,Birds Haves Nests - Momma Bird,
-108.0162818,43.7941169,0,Birds Haves Nests - Momma Bird,
-108.013138,43.7946121,0,Birds Haves Nests - Momma Bird,
-108.0110511,43.7920409,0,Birds Haves Nests - Momma Bird,
-108.0059606,43.7894072,0,Birds Haves Nests - Momma Bird,
-108.0024201,43.7897779,0,Birds Haves Nests - Momma Bird,
-108.001347,43.7906146,0,Birds Haves Nests - Momma Bird,
-107.9977851,43.7909553,0,Birds Haves Nests - Momma Bird,
-107.9902321,43.7907078,0,Birds Haves Nests - Momma Bird,
-107.9761557,43.7912028,0,Birds Haves Nests - Momma Bird,
-107.9646551,43.7934338,0,Birds Haves Nests - Momma Bird,
-107.9586464,43.7934339,0,Birds Haves Nests - Momma Bird,
-107.9534967,43.7956636,0,Birds Haves Nests - Momma Bird,
-107.931524,43.8038412,0,Birds Haves Nests - Momma Bird,
-107.908522,43.8137518,0,Birds Haves Nests - Momma Bird,
-107.8977075,43.8205639,0,Birds Haves Nests - Momma Bird,
-107.9011396,43.8226692,0,Birds Haves Nests - Momma Bird,
-107.9050879,43.8245271,0,Birds Haves Nests - Momma Bird,
-107.911955,43.82589,0,Birds Haves Nests - Momma Bird,
-107.9207094,43.8250236,0,Birds Haves Nests - Momma Bird,
-107.933927,43.82589,0,Birds Haves Nests - Momma Bird,
-107.9538406,43.8283663,0,Birds Haves Nests - Momma Bird,
-107.9723798,43.8239086,0,Birds Haves Nests - Momma Bird,
-107.9867994,43.8154864,0,Birds Haves Nests - Momma Bird,
-107.9917775,43.8112743,0,Birds Haves Nests - Momma Bird,
-107.994352,43.809044,0,Birds Haves Nests - Momma Bird,
-107.9983858,43.8087968,0,Birds Haves Nests - Momma Bird,
-108.0027631,43.8089212,0,Birds Haves Nests - Momma Bird,
-108.0108311,43.8116466,0,Birds Haves Nests - Momma Bird,
-108.014436,43.8119561,0,Birds Haves Nests - Momma Bird,
-108.0200152,43.8103146,0,Birds Haves Nests - Momma Bird,
-108.0225042,43.8081774,0,Birds Haves Nests - Momma Bird,
-108.0427601,43.8154868,0,Birds Haves Nests - Momma Bird,
-108.0592407,43.8179628,0,Birds Haves Nests - Momma Bird,
-108.0690252,43.8189543,0,Birds Haves Nests - Momma Bird,
-108.0781228,43.8159814,0,Birds Haves Nests - Momma Bird,
-107.670728,43.428903,0,Birds Haves Nests - Baby Mouth,
-107.67708,43.427033,0,Birds Haves Nests - Baby Mouth,
-107.678796,43.423542,0,Birds Haves Nests - Baby Mouth,
-107.679483,43.419303,0,Birds Haves Nests - Baby Mouth,
-107.678453,43.415936,0,Birds Haves Nests - Baby Mouth,
-107.673131,43.419428,0,Birds Haves Nests - Baby Mouth,
-107.674504,43.422669,0,Birds Haves Nests - Baby Mouth,
-107.670213,43.425537,0,Birds Haves Nests - Baby Mouth,
-107.670728,43.428903,0,Birds Haves Nests - Baby Mouth,
-107.686864,43.432456,0,Birds Haves Nests - Baby Mouth,
-107.687808,43.431334,0,Birds Haves Nests - Baby Mouth,
-107.687637,43.429277,0,Birds Haves Nests - Baby Mouth,
-107.687208,43.427095,0,Birds Haves Nests - Baby Mouth,
-107.687036,43.425661,0,Birds Haves Nests - Baby Mouth,
-107.685748,43.424664,0,Birds Haves Nests - Baby Mouth,
-107.683946,43.423791,0,Birds Haves Nests - Baby Mouth,
-107.681457,43.426035,0,Birds Haves Nests - Baby Mouth,
-107.679397,43.426846,0,Birds Haves Nests - Baby Mouth,
-107.679397,43.427968,0,Birds Haves Nests - Baby Mouth,
-107.681285,43.428466,0,Birds Haves Nests - Baby Mouth,
-107.682573,43.430274,0,Birds Haves Nests - Baby Mouth,
-107.684032,43.43177,0,Birds Haves Nests - Baby Mouth,
-107.68592,43.432518,0,Birds Haves Nests - Baby Mouth,
-107.686864,43.432456,0,Birds Haves Nests - Baby Mouth,
-107.8743967,43.4908297,0,Birds Haves Nests - Momma Bird,
-107.8784732,43.4897401,0,Birds Haves Nests - Momma Bird,
-107.8883218,43.4859571,0,Birds Haves Nests - Momma Bird,
-107.8754897,43.4834661,0,Birds Haves Nests - Momma Bird,
-107.8780429,43.4816445,0,Birds Haves Nests - Momma Bird,
-107.8824635,43.478873,0,Birds Haves Nests - Momma Bird,
-107.8928932,43.476353,0,Birds Haves Nests - Momma Bird,
-107.9051449,43.4725993,0,Birds Haves Nests - Momma Bird,
-107.9112162,43.4714611,0,Birds Haves Nests - Momma Bird,
-107.9221173,43.4677866,0,Birds Haves Nests - Momma Bird,
-107.9316441,43.4639864,0,Birds Haves Nests - Momma Bird,
-107.9321596,43.4590029,0,Birds Haves Nests - Momma Bird,
-107.9223759,43.4570096,0,Birds Haves Nests - Momma Bird,
-107.9085186,43.4582296,0,Birds Haves Nests - Momma Bird,
-107.8935209,43.4645693,0,Birds Haves Nests - Momma Bird,
-107.8544853,43.4699059,0,Birds Haves Nests - Momma Bird,
-107.8571455,43.4684731,0,Birds Haves Nests - Momma Bird,
-107.8591196,43.4669152,0,Birds Haves Nests - Momma Bird,
-107.8509658,43.4622426,0,Birds Haves Nests - Momma Bird,
-107.8499365,43.4602484,0,Birds Haves Nests - Momma Bird,
-107.8454755,43.4607462,0,Birds Haves Nests - Momma Bird,
-107.8276232,43.4575073,0,Birds Haves Nests - Momma Bird,
-107.8097716,43.4557629,0,Birds Haves Nests - Momma Bird,
-107.7976689,43.4520249,0,Birds Haves Nests - Momma Bird,
-107.7899019,43.4361975,0,Birds Haves Nests - Momma Bird,
-107.7855694,43.4358239,0,Birds Haves Nests - Momma Bird,
-107.7930364,43.4517755,0,Birds Haves Nests - Momma Bird,
-107.7898607,43.452024,0,Birds Haves Nests - Momma Bird,
-107.7867696,43.4524544,0,Birds Haves Nests - Momma Bird,
-107.774066,43.435096,0,Birds Haves Nests - Momma Bird,
-107.770291,43.4361841,0,Birds Haves Nests - Momma Bird,
-107.7799009,43.4529949,0,Birds Haves Nests - Momma Bird,
-107.7680621,43.4571329,0,Birds Haves Nests - Momma Bird,
-107.7614539,43.4601857,0,Birds Haves Nests - Momma Bird,
-107.7569056,43.4577557,0,Birds Haves Nests - Momma Bird,
-107.7472924,43.4520243,0,Birds Haves Nests - Momma Bird,
-107.74077,43.4485355,0,Birds Haves Nests - Momma Bird,
-107.7342895,43.4456225,0,Birds Haves Nests - Momma Bird,
-107.7288393,43.4454511,0,Birds Haves Nests - Momma Bird,
-107.7265222,43.4439864,0,Birds Haves Nests - Momma Bird,
-107.7233474,43.4411838,0,Birds Haves Nests - Momma Bird,
-107.7218456,43.4403737,0,Birds Haves Nests - Momma Bird,
-107.7196574,43.4366967,0,Birds Haves Nests - Momma Bird,
-107.7187997,43.4347008,0,Birds Haves Nests - Momma Bird,
-107.7171693,43.4368821,0,Birds Haves Nests - Momma Bird,
-107.7169121,43.4416809,0,Birds Haves Nests - Momma Bird,
-107.7168261,43.4489093,0,Birds Haves Nests - Momma Bird,
-107.7171693,43.4495323,0,Birds Haves Nests - Momma Bird,
-107.7164827,43.4505283,0,Birds Haves Nests - Momma Bird,
-107.7167401,43.4572569,0,Birds Haves Nests - Momma Bird,
-107.7203448,43.4622409,0,Birds Haves Nests - Momma Bird,
-107.7266951,43.4707119,0,Birds Haves Nests - Momma Bird,
-107.7421436,43.4784349,0,Birds Haves Nests - Momma Bird,
-107.7543312,43.4811751,0,Birds Haves Nests - Momma Bird,
-107.7603389,43.4800532,0,Birds Haves Nests - Momma Bird,
-107.7730396,43.4898919,0,Birds Haves Nests - Momma Bird,
-107.7931216,43.4920089,0,Birds Haves Nests - Momma Bird,
-107.8171519,43.495497,0,Birds Haves Nests - Momma Bird,
-107.8257347,43.4954354,0,Birds Haves Nests - Momma Bird,
-107.8386091,43.4953733,0,Birds Haves Nests - Momma Bird,
-107.8491652,43.4946578,0,Birds Haves Nests - Momma Bird,
-107.8629833,43.4938169,0,Birds Haves Nests - Momma Bird,
-107.8702351,43.4920436,0,Birds Haves Nests - Momma Bird,
-107.8743967,43.4908297,0,Birds Haves Nests - Momma Bird,
-107.717506,43.432393,0,Birds Haves Nests - Baby Mouth,
-107.71845,43.431521,0,Birds Haves Nests - Baby Mouth,
-107.717592,43.430523,0,Birds Haves Nests - Baby Mouth,
-107.715274,43.42884,0,Birds Haves Nests - Baby Mouth,
-107.711927,43.429152,0,Birds Haves Nests - Baby Mouth,
-107.709438,43.430523,0,Birds Haves Nests - Baby Mouth,
-107.707034,43.430835,0,Birds Haves Nests - Baby Mouth,
-107.705318,43.431084,0,Birds Haves Nests - Baby Mouth,
-107.703086,43.432705,0,Birds Haves Nests - Baby Mouth,
-107.701112,43.4347,0,Birds Haves Nests - Baby Mouth,
-107.703773,43.435447,0,Birds Haves Nests - Baby Mouth,
-107.707292,43.435697,0,Birds Haves Nests - Baby Mouth,
-107.710725,43.43526,0,Birds Haves Nests - Baby Mouth,
-107.714502,43.433827,0,Birds Haves Nests - Baby Mouth,
-107.717506,43.432393,0,Birds Haves Nests - Baby Mouth,
-108.065634,43.633204,0,Birds Haves Nests - Baby Mouth,
-108.068467,43.633142,0,Birds Haves Nests - Baby Mouth,
-108.067694,43.632024,0,Birds Haves Nests - Baby Mouth,
-108.065549,43.630657,0,Birds Haves Nests - Baby Mouth,
-108.063231,43.629912,0,Birds Haves Nests - Baby Mouth,
-108.05997,43.629725,0,Birds Haves Nests - Baby Mouth,
-108.056451,43.631154,0,Birds Haves Nests - Baby Mouth,
-108.059798,43.631403,0,Birds Haves Nests - Baby Mouth,
-108.062974,43.632521,0,Birds Haves Nests - Baby Mouth,
-108.065634,43.633204,0,Birds Haves Nests - Baby Mouth,
-108.084818,43.632583,0,Birds Haves Nests - Baby Mouth,
-108.085515,43.632925,0,Birds Haves Nests - Baby Mouth,
-108.085569,43.632366,0,Birds Haves Nests - Baby Mouth,
-108.085247,43.631698,0,Birds Haves Nests - Baby Mouth,
-108.084818,43.631504,0,Birds Haves Nests - Baby Mouth,
-108.084582,43.631232,0,Birds Haves Nests - Baby Mouth,
-108.084238,43.63089,0,Birds Haves Nests - Baby Mouth,
-108.083294,43.630812,0,Birds Haves Nests - Baby Mouth,
-108.083165,43.631201,0,Birds Haves Nests - Baby Mouth,
-108.083659,43.631838,0,Birds Haves Nests - Baby Mouth,
-108.084131,43.632055,0,Birds Haves Nests - Baby Mouth,
-108.084818,43.632583,0,Birds Haves Nests - Baby Mouth,
-108.094173,43.636466,0,Birds Haves Nests - Baby Mouth,
-108.095117,43.635378,0,Birds Haves Nests - Baby Mouth,
-108.094989,43.634291,0,Birds Haves Nests - Baby Mouth,
-108.09589,43.633856,0,Birds Haves Nests - Baby Mouth,
-108.095847,43.633266,0,Birds Haves Nests - Baby Mouth,
-108.095032,43.632925,0,Birds Haves Nests - Baby Mouth,
-108.094259,43.632925,0,Birds Haves Nests - Baby Mouth,
-108.093272,43.633018,0,Birds Haves Nests - Baby Mouth,
-108.093272,43.633919,0,Birds Haves Nests - Baby Mouth,
-108.093658,43.635347,0,Birds Haves Nests - Baby Mouth,
-108.093658,43.63631,0,Birds Haves Nests - Baby Mouth,
-108.093986,43.636923,0,Birds Haves Nests - Baby Mouth,
-108.094173,43.636466,0,Birds Haves Nests - Baby Mouth,
-107.70197,43.450279,0,Birds Haves Nests - Baby Mouth,
-107.702829,43.449905,0,Birds Haves Nests - Baby Mouth,
-107.706348,43.447662,0,Birds Haves Nests - Baby Mouth,
-107.707635,43.44598,0,Birds Haves Nests - Baby Mouth,
-107.704459,43.444484,0,Birds Haves Nests - Baby Mouth,
-107.703258,43.44224,0,Birds Haves Nests - Baby Mouth,
-107.701541,43.441804,0,Birds Haves Nests - Baby Mouth,
-107.698966,43.442677,0,Birds Haves Nests - Baby Mouth,
-107.697078,43.443985,0,Birds Haves Nests - Baby Mouth,
-107.700425,43.444982,0,Birds Haves Nests - Baby Mouth,
-107.700511,43.446416,0,Birds Haves Nests - Baby Mouth,
-107.699739,43.448721,0,Birds Haves Nests - Baby Mouth,
-107.700597,43.450778,0,Birds Haves Nests - Baby Mouth,
-107.70197,43.450279,0,Birds Haves Nests - Baby Mouth,
-107.699481,43.421178,0,Birds Haves Nests - Baby Mouth,
-107.701197,43.419245,0,Birds Haves Nests - Baby Mouth,
-107.703429,43.417063,0,Birds Haves Nests - Baby Mouth,
-107.701712,43.41432,0,Birds Haves Nests - Baby Mouth,
-107.69888,43.411577,0,Birds Haves Nests - Baby Mouth,
-107.697078,43.414008,0,Birds Haves Nests - Baby Mouth,
-107.696648,43.416814,0,Birds Haves Nests - Baby Mouth,
-107.696048,43.419245,0,Birds Haves Nests - Baby Mouth,
-107.696477,43.421365,0,Birds Haves Nests - Baby Mouth,
-107.698794,43.421677,0,Birds Haves Nests - Baby Mouth,
-107.699481,43.421178,0,Birds Haves Nests - Baby Mouth,
-107.693215,43.442993,0,Birds Haves Nests - Baby Mouth,
-107.694417,43.440874,0,Birds Haves Nests - Baby Mouth,
-107.694503,43.438132,0,Birds Haves Nests - Baby Mouth,
-107.693988,43.436636,0,Birds Haves Nests - Baby Mouth,
-107.692872,43.435016,0,Birds Haves Nests - Baby Mouth,
-107.69064,43.434019,0,Birds Haves Nests - Baby Mouth,
-107.687035,43.433645,0,Birds Haves Nests - Baby Mouth,
-107.685662,43.43433,0,Birds Haves Nests - Baby Mouth,
-107.687121,43.435764,0,Birds Haves Nests - Baby Mouth,
-107.689954,43.437821,0,Birds Haves Nests - Baby Mouth,
-107.690984,43.440189,0,Birds Haves Nests - Baby Mouth,
-107.691327,43.442432,0,Birds Haves Nests - Baby Mouth,
-107.693215,43.442993,0,Birds Haves Nests - Baby Mouth,
-108.077479,43.635006,0,Birds Haves Nests - Baby Mouth,
-108.076363,43.632769,0,Birds Haves Nests - Baby Mouth,
-108.075076,43.632272,0,Birds Haves Nests - Baby Mouth,
-108.072673,43.632148,0,Birds Haves Nests - Baby Mouth,
-108.07087,43.632832,0,Birds Haves Nests - Baby Mouth,
-108.06984,43.633142,0,Birds Haves Nests - Baby Mouth,
-108.071728,43.634074,0,Birds Haves Nests - Baby Mouth,
-108.073558,43.634065,0,Birds Haves Nests - Baby Mouth,
-108.075248,43.634571,0,Birds Haves Nests - Baby Mouth,
-108.076798,43.63582,0,Birds Haves Nests - Baby Mouth,
-108.077479,43.635006,0,Birds Haves Nests - Baby Mouth,
-108.090525,43.63572,0,Birds Haves Nests - Baby Mouth,
-108.089839,43.634788,0,Birds Haves Nests - Baby Mouth,
-108.089238,43.634384,0,Birds Haves Nests - Baby Mouth,
-108.088294,43.634043,0,Birds Haves Nests - Baby Mouth,
